file,class,method,variable,usage
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,server3,send1/1[java.lang.String],m,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,server3,exit1/1[int],s,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,server3,exit1/1[int],t,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,server3,exit1/1[int],n,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,server3,send/1[java.lang.String],msg,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,server3,send/1[java.lang.String],i,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\ftpser1.java,server3,send/1[java.lang.String],m,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,mousePressed/1[java.awt.event.MouseEvent],me,0
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,mouseClicked/1[java.awt.event.MouseEvent],me,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,mouseClicked/1[java.awt.event.MouseEvent],l,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,addlabel/0,t,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,addlabel/0,i,9
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,addlabel/0,j,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,run/0,msg,5
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,run/0,b,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,run/0,s,5
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,run/0,t,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,run/0,u,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,run/0,e,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,run/0,x,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,run/0,i,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,mouseEntered/1[java.awt.event.MouseEvent],me,0
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,mouseExited/1[java.awt.event.MouseEvent],me,0
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,mouseReleased/1[java.awt.event.MouseEvent],me,0
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,actionPerformed/1[java.awt.event.ActionEvent],st,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,actionPerformed/1[java.awt.event.ActionEvent],ae,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,actionPerformed/1[java.awt.event.ActionEvent],e,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,actionPerformed/1[java.awt.event.ActionEvent],by,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,chat/0,cli,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,chat/0,p1,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,chat/0,c,5
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,chat/0,inet,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,chat/0,e,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,chat/0,h,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,chat/0,i,4
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,chat/0,p,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,chat/0,str,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,chat/0,s,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,chat/0,t,5
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,chat/0,x,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,chat/0,v1,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,main/1[java.lang.String[]],args,0
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\chat.java,chat,main/1[java.lang.String[]],c1,0
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\sendall.java,sendall,"sendall/3[chatform,java.lang.String,java.util.Vector]",chform,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\sendall.java,sendall,"sendall/3[chatform,java.lang.String,java.util.Vector]",c,10
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\sendall.java,sendall,"sendall/3[chatform,java.lang.String,java.util.Vector]",sender,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\sendall.java,sendall,"sendall/3[chatform,java.lang.String,java.util.Vector]",v,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\sendall.java,sendall,"sendall/3[chatform,java.lang.String,java.util.Vector]",h,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\sendall.java,sendall,"sendall/3[chatform,java.lang.String,java.util.Vector]",v1,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\sendall.java,sendall,actionPerformed/1[java.awt.event.ActionEvent],ae,4
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\sendall.java,sendall,actionPerformed/1[java.awt.event.ActionEvent],i,4
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\form1.java,form1,"form1/3[java.lang.String,java.lang.String,chat]",rece,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\form1.java,form1,"form1/3[java.lang.String,java.lang.String,chat]",p1,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\form1.java,form1,"form1/3[java.lang.String,java.lang.String,chat]",p2,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\form1.java,form1,"form1/3[java.lang.String,java.lang.String,chat]",c,4
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\form1.java,form1,"form1/3[java.lang.String,java.lang.String,chat]",p3,3
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\form1.java,form1,"form1/3[java.lang.String,java.lang.String,chat]",ch,2
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\form1.java,form1,"form1/3[java.lang.String,java.lang.String,chat]",v,1
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\form1.java,form1,"form1/3[java.lang.String,java.lang.String,chat]",snd,4
D:\8th\Software Maintenance\File-Transfer-and-Chat-Project-in-Java\File Transfer and Chat Project in Java\Project Files\form1.java,form1,"form1/3[java.lang.String,java.lang.String,chat]",h,1
